"STATISTIC","Statistic Label","TLIST(A1)","Year","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","08","Other reasons","Euro Million","118.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","-","All reasons for journey","Euro Million","6890.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","01","Holiday","Euro Million","4337.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","02","Business","Euro Million","913.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","03","Visiting friends/relatives","Euro Million","910.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","04","Education and training","Euro Million","165.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","06","Work/looking for work","Euro Million","175.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","07","Sporting events","Euro Million","185.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","02","Outbound","08","Other reasons","Euro Million","202.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","-","All reasons for journey","Euro Million","2006"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","01","Holiday","Euro Million","1232.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","02","Business","Euro Million","116.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","03","Visiting friends/relatives","Euro Million","352.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","04","Education and training","Euro Million","56.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","06","Work/looking for work","Euro Million","30.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","07","Sporting events","Euro Million","61.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","01","Domestic","08","Other reasons","Euro Million","154.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","-","All reasons for journey","Euro Million","7434.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","01","Holiday","Euro Million","4892.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","02","Business","Euro Million","1055.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","03","Visiting friends/relatives","Euro Million","963.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","04","Education and training","Euro Million","103.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","06","Work/looking for work","Euro Million","85"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","07","Sporting events","Euro Million","173.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2018","2018","02","Outbound","08","Other reasons","Euro Million","160.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","-","All reasons for journey","Euro Million","2146.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","01","Holiday","Euro Million","1335.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","02","Business","Euro Million","124.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","03","Visiting friends/relatives","Euro Million","371.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","04","Education and training","Euro Million","76.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","06","Work/looking for work","Euro Million","26.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","07","Sporting events","Euro Million","74.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","01","Domestic","08","Other reasons","Euro Million","136.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","-","All reasons for journey","Euro Million","8252.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","01","Holiday","Euro Million","5343"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","02","Business","Euro Million","1087.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","03","Visiting friends/relatives","Euro Million","1028.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","04","Education and training","Euro Million","115"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","06","Work/looking for work","Euro Million","143.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","07","Sporting events","Euro Million","276"
"HTA01C4","Estimated Expenditure by Irish Residents","2019","2019","02","Outbound","08","Other reasons","Euro Million","258.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","-","All reasons for journey","Euro Million","1554"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","01","Holiday","Euro Million","1128"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","02","Business","Euro Million","62"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","03","Visiting friends/relatives","Euro Million","230"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","01","Domestic","08","Other reasons","Euro Million","133"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","-","All reasons for journey","Euro Million","2122"
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","01","Holiday","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","02","Business","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","03","Visiting friends/relatives","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2020","2020","02","Outbound","08","Other reasons","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","-","All reasons for journey","Euro Million","1291"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","01","Holiday","Euro Million","998"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","02","Business","Euro Million","41"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","03","Visiting friends/relatives","Euro Million","176"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","01","Domestic","08","Other reasons","Euro Million","75"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","-","All reasons for journey","Euro Million","1958"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","01","Holiday","Euro Million","998"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","02","Business","Euro Million","177"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","03","Visiting friends/relatives","Euro Million","519"
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2021","2021","02","Outbound","08","Other reasons","Euro Million","264"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","-","All reasons for journey","Euro Million","2930"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","01","Holiday","Euro Million","1859"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","02","Business","Euro Million","172"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","03","Visiting friends/relatives","Euro Million","504"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","01","Domestic","08","Other reasons","Euro Million","396"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","-","All reasons for journey","Euro Million","8518"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","01","Holiday","Euro Million","5835"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","02","Business","Euro Million","841"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","03","Visiting friends/relatives","Euro Million","1473"
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2022","2022","02","Outbound","08","Other reasons","Euro Million","369"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","-","All reasons for journey","Euro Million","3121"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","01","Holiday","Euro Million","1915"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","02","Business","Euro Million","183"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","03","Visiting friends/relatives","Euro Million","706"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","01","Domestic","08","Other reasons","Euro Million","317"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","-","All reasons for journey","Euro Million","12947"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","01","Holiday","Euro Million","8561"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","02","Business","Euro Million","1294"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","03","Visiting friends/relatives","Euro Million","2459"
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2023","2023","02","Outbound","07","Sporting events","Euro Million",""
